Year,Title,Link
2019,"IMFC Statement by Steven Mnuchin, Secretary of the Treasury, United States",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/USA.pdf
2019,"IMFC Statement by Bill Morneau, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/CAN.pdf
2019,"IMFC Statement by Pierre Moscovici, Commissioner, European Commission",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/EC.pdf
2019,"IMFC Statement by Guy Rider, Director General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/ILO.pdf
2019,"IMFC Statement by Said Chayhane SAID ALI, Minister of Finance and Budget, Union of the Comoros",https://www.imf.org/~/media/AMSM/Files/SM2019/IMFC/cog.pdf?la=en
2019,français,https://meetings.imf.orghttps://www.imf.org/~/media/AMSM/Files/AM2019/IMFC/comf.pdf?la=en
2019,"IMFC Statement by Veerathai Santiprabhob, Governor, Bank of Thailand, Thailand",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/tha.pdf
2019,"IMFC Statement by Olaf Scholz, Minister of Finance, Germany",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/DEU.pdf
2019,"IMFC Statement by Nirmala Sitharaman, Minister of Finance and Corporate Affairs, India",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/ind.pdf
2019,"IMFC Statement by Achim Steiner, Administrator of the United Nations Development Programme, United Nations",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/UN.pdf
2019,"IMFC Statement by YI Gang, Governor, People's Republic of China",https://meetings.imf.org/-/media/AMSM/Files/AM2019/IMFC/CHN.pdf
2018,"IMFC Statement by Obaid Humaid Al-Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/are.pdf
2018,"IMFC Statement by  Taro Aso, Deputy Prime Minister, Japan",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/jpn.pdf
2018,"IMFC Statement by Roberto Azevêdo, Director General, World Trade Organization",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/WTO.pdf
2018,"IMFC Statement by H.E. Mohammad Sanusi Barkindo, Secretary General, OPEC",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/OPEC.pdf
2018,"IMFC Statement by Nadia María Calviño Santamaría, Minister of Economy and Business, Spain",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/esp.pdf
2018,"IMFC Statement by Mario Draghi, President, European Central Bank",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/ECB.pdf
2018,"IMFC Statement by Subhash Chandra Garg, Secretary, Department of Economic Affairs, Ministry of Finance, India",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/ind.pdf
2018,"IMFC Statement by Ilan Goldfajn, Governor of Banco Central do Brasil",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/bra.pdf
2018,"IMFC Statement by Philip Hammond, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/gbr.pdf
2018,"IMFC Statement by Wopke Hoekstra, Minister of Finance, Kingdom of the Netherlands—Netherlands",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/nld.pdf
2018,"IMFC Statement by Stefan Ingves, Governor of the Swedish National Bank, Sweden",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/swe.pdf
2018,"IMFC Statement by Dong-Yeon Kim, Deputy Prime Minister and Minister of Economy and Finance, Republic of Korea",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/kor.pdf
2018,"IMFC Statement by Mukhisa Kituyi, Secretary-General, UNCTAD",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/UNCTAD.pdf
2018,"IMFC Statement by Bruno Le Maire, Minister for the Economy and Finance, France",https://www.imf.org/~/media/AMSM/Files/AM2018/IMFC/fra.pdf?la=en
2018,français,https://meetings.imf.orghttps://www.imf.org/~/media/AMSM/Files/AM2018/IMFC/fraf.pdf?la=en
2018,"IMFC Statement by Hartwig Löger, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/ECOFIN.pdf
2018,"IMFC Statement by Mohamed Loukal, Governor, Bank of Algeria, Algeria",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/dza.pdf
2018,"IMFC Statement by Ueli Maurer, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/che.pdf
2018,"IMFC Statement by Steven Mnuchin, Secretary of the Treasury, United States",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/usa.pdf
2018,"IMFC Statement by Bill Morneau, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/can.pdf
2018,"IMFC Statement by Pierre Moscovici, Commissioner, European Commission",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/EC.pdf
2018,"IMFC Statement by Déogratias Mutombo Mwana Nyembo, Governor of Banque Centrale du Congo, Democratic Republic of the Congo",https://www.imf.org/~/media/AMSM/Files/AM2018/IMFC/cod.pdf?la=en
2018,français,https://meetings.imf.orghttps://www.imf.org/~/media/AMSM/Files/AM2018/IMFC/codf.pdf?la=en
2018,"IMFC Statement by Jiří Rusnok, Governor of the Czech National Bank",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/cze.pdf
2018,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/ILO.pdf
2018,"IMFC Statement by Olaf Scholz, Minister of Finance, Germany",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/deu.pdf
2018,IMFC Statement by Zainab Shamsuna Ahmed  Minister of Finance Nigeria,https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/nga.pdf
2018,"IMFC Statement by Achim Steiner, Administrator of the United Nations Development Programme",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/UN.pdf
2018,"IMFC Statement by Sergei Storchak, Deputy Minister of Finance, Russian Federation",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/rus.pdf
2018,"IMFC Statement by Giovanni Tria, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/ita.pdf
2018,"IMFC Statement by Julio Velarde, President of the Central Bank of Peru",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/per.pdf
2018,"IMFC Statement by Perry Warjiyo, Governor of Bank Indonesia, Indonesia",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/idn.pdf
2018,"IMFC Statement by Yi Gang, Governor, People's Bank of China, People’s Republic of China",https://meetings.imf.org/-/media/AMSM/Files/AM2018/IMFC/chn.pdf
2017,"IMFC Statement by Mario Draghi, President, European Central Bank",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/ECB.pdf
2017,"IMFC Statement by Malusi Gigaba, Minister of Finance, South Africa",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/zaf.pdf
2017,"IMFC Statement by Angel Gurría, Secretary-General, OECD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/OECD.pdf
2017,"IMFC Statement by Philip Hammond, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/gbr.pdf
2017,"IMFC Statement by Ardo Hansson, Governor of the Bank of Estonia",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/est.pdf
2017,"IMFC Statement by Arun Jaitley, Minister of Finance and Corporate Affairs, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/ind.pdf
2017,"IMFC Statement by Dong-Yeon Kim, Deputy Prime Minister and Minister of Strategy and Finance, Republic of Korea",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/kor.pdf
2017,"IMFC Statement by Mukhisa Kituyi, Secretary-General, UNCTAD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/UNCTAD.pdf
2017,"IMFC Statement by Bruno Le Maire, Minister for the Economy and Finance, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/fra.pdf
2017,"IMFC Statement by Mr. Loukal, Governor, Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/dza.pdf
2017,"IMFC Statement by Ueli Maurer, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/che.pdf
2017,"IMFC Statement by Henrique de Campos Meirelles, Minister of Finance, Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/bra.pdf
2017,"IMFC Statement by Steven Mnuchin, Secretary of the Treasury, United States",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/usa.pdf
2017,"IMFC Statement by Mohammad Sanusi Barkindo, Secretary General, OPEC",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/OPEC.pdf
2017,"IMFC Statement by Bill Morneau, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/can.pdf
2017,"IMFC Statement by Pierre Moscovici, Commissioner, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/EC.pdf
2017,"IMFC Statement by Nicolás Dujovne, Minister of the Treasury, Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/arg.pdf
2017,"IMFC Statement by Obaid Humaid Al-Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/are.pdf
2017,"IMFC Statement by Alamine Ousmane Mey, Minister of Finance, Cameroon",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/cmr.pdf
2017,"IMFC Statement by Johan Van Overtveldt, Minister of Finance, Belgium",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/bel.pdf
2017,"IMFC Statement by Pier Carlo Padoan, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/ita.pdf
2017,"IMFC Statement by Roberto Azevêdo, Director-General, World Trade Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/WTO.pdf
2017,"IMFC Statement by Jiří Rusnok, Governor of the Czech National Bank, Czech Republic",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/cze.pdf
2017,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/ILO.pdf
2017,"IMFC Statement by Wolfgang Schäuble, Federal Minister of Finance, Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/deu.pdf
2017,"IMFC Statement by Tharman Shanmugaratnam, Deputy Prime Minister & Coordinating Minister for Economic and Social Policies, Singapore",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/sgp.pdf
2017,"IMFC Statement by Achim Steiner, Administrator of the United Nations Development Programme, Chair of the United Nations Development Group, United Nations",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/UN.pdf
2017,"IMFC Statement by Taro Aso, Deputy Prime Minister, Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/jpn.pdf
2017,"IMFC Statement by Toomas Tõniste, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/ECOFIN.pdf
2017,"IMFC Statement by Honorable Zhou Xiaochuan, Governor of the People’s Bank of China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2017/chn.pdf
2016,"IMFC Statement by Obaid Humaid Al Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/are.pdf
2016,"IMFC Statement by Angel Gurría, Secretary-General, OECD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/OECD.pdf
2016,"IMFC Statement by Bill Morneau, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/can.pdf
2016,"IMFC Statement by Henrique de Campos Meirelles, Minister of Finance, Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/bra.pdf
2016,"IMFC Statement by Jeroen Dijsselbloem, Minister of Finance, Kingdom of the Netherlands—Netherlands",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/nld.pdf
2016,"IMFC Statement by Peter Kažimír, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/ECOFIN.pdf
2016,"IMFC Statement by Pierre Moscovici, Commissioner, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/EC.pdf
2016,"IMFC Statement by Rosine Coulibaly/Sori, Minister of Economy, Finance and Development, Burkina Faso",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/bfa.pdf
2016,"IMFC Statement by Taro Aso, Deputy Prime Minister, Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/jpn.pdf
2016,"Statement by Ueli Maurer, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/che.pdf
2016,"IMFC Statement by Alfonso Prat-Gay, Minister of Treasury and Public Finance, Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/arg.pdf
2016,"IMFC Statement by Arun Jaitley, Minister of Finance, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/ind.pdf
2016,"IMFC Statement by Claus Hjort Frederiksen, Minister of Finance, Denmark",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/dnk.pdf
2016,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/ILO.pdf
2016,"IMFC Statement by Helen Clark, Administrator of the United Nations Development Programme, Chair of the United Nations Development Group, United Nations",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/UN.pdf
2016,"IMFC Statement by Jacob J. Lew, Governor of the Fund and the Bank, United States",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/usa.pdf
2016,"IMFC Statement by Luis De Guindos, Minister of Finance, Spain",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/esp.pdf
2016,"IMFC Statement by Mario Draghi, President, European Central Bank",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/ECB.pdf
2016,"IMFC Statement by Mehmet Şimşek, Deputy Prime Minister of Turkey",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/tur.pdf
2016,"IMFC Statement by Michel Sapin, Minister for the Economy and Finance, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/fra.pdf
2016,"IMFC Statement by Mohamed Loukal, Governor of the Bank of Algeria, Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/dza.pdf
2016,"IMFC Statement by H.E. Mohammad Sanusi Barkindo, Secretary-General, Organization of the Petroleum Exporting Countries (OPEC)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/OPEC.pdf
2016,"IMFC Statement by Muhammad bin Ibrahim, Governor, Bank Negara Malaysia, Malaysia",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/mys.pdf
2016,"IMFC Statement by Mukhisa Kituyi, Secretary-General, UNCTAD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/UNCTAD.pdf
2016,"IMFC Statement by Philip Hammond, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/gbr.pdf
2016,"IMFC Statement by Pier Carlo Padoan, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/ita.pdf
2016,"IMFC Statement by Pravin Gordhan, Minister of Finance, South Africa",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/zaf.pdf
2016,"IMFC Statement by Roberto Azevêdo, Director-General, World Trade Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/WTO.pdf
2016,"IMFC Statement by Scott Morrison, Treasurer, Australia",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/aus.pdf
2016,"IMFC Statement by Wolfgang Schäuble, Federal Minister of Finance, Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/deu.pdf
2016,"IMFC Statement by Zhou Xiaochuan, Governor, People's Bank of China, People’s Republic of China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2016/chn.pdf
2015,"IMFC Statement by H.E. Abdalla Salem El-Badri Secretary-General, The Organization of the Petroleum Exporting Countries",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/opec.pdf
2015,"Statement by the Honorable Mohammed Laksaci, Governor, Bank of Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/dza.pdf
2015,"IMFC Statement by His Excellency Obaid Humaid Al Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/are.pdf
2015,"IMFC Statement by the Honorable Taro Aso, Deputy Prime Minister of Japan and Governor of the IMF for Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/jpn.pdf
2015,"IMFC Statement by Helen Clark, Administrator of the United Nations Development Programme, Chair of the United Nations Development Group, on behalf of the United Nations",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/un.pdf
2015,IMFC Statement by the Hon Mathias Cormann,https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/aus.pdf
2015,"Statement by Mr. Godwin Emefiele, Governor of the Central Bank of Nigeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/nga.pdf
2015,"Statement by the Honorable YI Gang, Alternate Governor, International Monetary Fund for China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/chn.pdf
2015,"IMFC Statement by Pierre Gramegna, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ecofin.pdf
2015,"IMFC Statement by Angel Gurría, Secretary-General, The Organisation for Economic Co-operation and Development",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/oecd.pdf
2015,"IMFC Statement by Arun Jaitley, Minister of Finance, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ind.pdf
2015,"Statement by Axel Kicillof, Minister of Economy and Public Finance, Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/arg.pdf
2015,"IMFC Statement by Mukhisa Kituyi, Secretary-General, United Nations Conference on Trade and Development (UNCTAD)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/unctad.pdf
2015,"IMFC Statement by Joaquim Levy, Minister of Finance, Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/bra.pdf
2015,"IMFC Statement by Jacob J. Lew, Secretary of the Treasury, United States of America",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/usa.pdf
2015,"IMFC Statement by Pierre Moscovici, Commissioner, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ec.pdf
2015,"IMFC Statement by Joe Oliver Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/can.pdf
2015,"IMFC Statement by Mr. Øystein Olsen, Governor, Norges Bank",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/nor.pdf
2015,"IMFC Statement by George Osborne, Chancellor of the Exchequer, H.M. Treasury United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/gbr.pdf
2015,"IMFC Statement by Johan Van Overtveldt, Minister of Finance, Belgium",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/bel.pdf
2015,"IMFC Statement by Pier Carlo Padoan, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ita.pdf
2015,"IMFC Statement by Olli Rehn, Vice-President, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ecb.pdf
2015,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/ilo.pdf
2015,"IMFC Statement by Michel Sapin, Minister of Finance and Public Accounts, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/fra.pdf
2015,"IMFC Statement by Wolfgang Schäuble, Federal Minister of Finance, Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/deu.pdf
2015,IMFC Statement by Tharman Shanmugaratnam Deputy Prime Minister & Coordinating Minister for Economic and Social Policies,https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/sgp.pdf
2015,"IMFC Statement by Immongault Tatagani, Minister of Economy, Investments, Promotion and Prospective, Gabon",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/gab.pdf
2015,"Statement by José Darío Uribe, Governor, Banco de la República, Colombia",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/col.pdf
2015,"IMFC Statement by Eveline Widmer-Schlumpf, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/che.pdf
2015,"IMFC Statement by Yi Xioazhun, Deputy Director-General World Trade Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/wto.pdf
2015,"IMFC Statement by Cevdet Yilmaz, Deputy Prime Minister for Economic and Financial Affairs, Turkey",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2015/tur.pdf
2014,"IMFC Statement by Mr. Jacob J. Lew, Secretary of the Treasury, United States",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/USA.pdf
2014,"IMFC Statement by His Excellency Minister Obaid Humaid Al Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ARE.pdf
2014,"IMFC Statement by the Honorable Taro Aso, Deputy Prime Minister, Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/JPN.pdf
2014,"IMFC Statement by Mr. Roberto Azevêdo, Director-General, World Trade Organization (WTO)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/WTO.pdf
2014,"IMFC Statement by Mr. Mark Carney, Chairman of the Financial Stability Board",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/FSB.pdf
2014,"IMFC Statement by Ms. Helen Clark, Administrator of the United Nations Development Programme and Chair of the United Nations Development Group",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/UN.pdf
2014,"IMFC Statement by Mr. Jeroen Dijsselbloem, Minister of Finance, The Netherlands",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/NLD.pdf
2014,"IMFC Statement by Mr. Mario Draghi, President, European Central Bank (ECB)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ECB.pdf
2014,"IMFC Statement by H.E. Abdalla Salem El-Badri, Secretary General, Organization of the Petroleum Exporting Countries (OPEC)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/OPEC.pdf
2014,"IMFC Statement by Mr. Angel Gurría, Secretary-General, Organisation for Economic Co-operation and Development (OECD)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/OECD.pdf
2014,"IMFC Statement by Mr. Regis Immongault, Minister of Economy, Promotion of Investments, and Prospective, Gabon",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/GAB.pdf
2014,"IMFC Statement by Mr. Jyrki Katainen, Vice-President, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/EC.pdf
2014,"IMFC Statement by the Honorable Axel Kicillof, Minister of Economy and Public Finance, Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ARG.pdf
2014,"IMFC Statement by the Hon. Mohammed Laksaci, Governor, Bank of Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/DZA.pdf
2014,"IMFC Statement by Mr. Guido Mantega, Minister of Finance, Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/BRA.pdf
2014,"IMFC Statement by the Honorable Ngozi Okonjo-Iweala, Coordinating Minister for the Economy and Minister of Finance, Nigeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/NGA.pdf
2014,"IMFC Statement by the Honourable Joe Oliver, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/CAN.pdf
2014,"IMFC Statement by Mr. George Osborne, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/GBR.pdf
2014,"IMFC Statement by Mr. Pier Carlo Padoan, Chairman, EU Council of Economic and Finance Ministers (ECOFIN)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ECOFIN.pdf
2014,"IMFC Statement by Mr. Pier Carlo Padoan, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ITA.pdf
2014,"IMFC Statement by Dr. Raghuram Rajan, Alternate Governor, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/IND.pdf
2014,"IMFC Statement by Mr. Antti Rinne, Minister of Finance, Finland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/FIN.pdf
2014,"IMFC Statement by Mr. Guy Ryder, Director-General, International Labour Organization (ILO)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/ILO.pdf
2014,"IMFC Statement by Mr. Michel Sapin, Minister of Finance and Public Accounts, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/FRA.pdf
2014,"IMFC Statement by Mr. Wolfgang Schäuble, Minister of Finance, Federal Republic of Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/DEU.pdf
2014,"IMFC Statement by Hans Joerg Schelling, Minister of Finance, Austria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/AUT.pdf
2014,"IMFC Statement by Dr. Prasarn Trairatvorakul, Governor, Bank of Thailand",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/THA.pdf
2014,"IMFC Statement by Ms. Eveline Widmer-Schlumpf, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/CHE.pdf
2014,"IMFC Statement by the Honorable Zhou Xiaochuan, Governor, People’s Bank of China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2014/CHN.pdf
2013,"IMFC Statement by the Honorable Pravin J. Gordhan, Minister of Finance for South Africa",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ZAF.pdf
2013,"IMFC Statement by Jacob J. Lew, Secretary of the Treasury, United States of America (",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/USA.pdf
2013,"IMFC Statement by the Honorable Taro Aso, Deputy Prime Minister of Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/JPN.pdf
2013,"IMFC Statement by Mark Carney, Chairman, Financial Stability Board",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/FSB.pdf
2013,"IMFC Statement by P. Chidambaram, Minister of Finance, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/IND.pdf
2013,"IMFC Statement by Helen Clark, Administrator of the United Nations Development Programme and Chair of the United Nations Development Group",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/UN.pdf
2013,"IMFC Statement by Luis de Guindos, Minister of Finance and Competitiveness of Spain",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ESP.pdf
2013,"IMFC Statement by Mario Draghi, President of the European Central Bank",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ECB.pdf
